panel,series,x_name,x,y_name,y,raw_indicator
b_ceiling,raw_indicator,tau_over_tau_unif,4.686618387068684,alpha,3.0199517204020174,3.0199517204020174
b_ceiling,raw_indicator,tau_over_tau_unif,4.733333997379851,alpha,3.0666673307131838,3.0666673307131838
b_ceiling,raw_indicator,tau_over_tau_unif,4.780772251113427,alpha,3.11410558444676,3.11410558444676
b_ceiling,raw_indicator,tau_over_tau_unif,4.828944326835046,alpha,3.1622776601683795,3.1622776601683795
b_ceiling,raw_indicator,tau_over_tau_unif,4.87786157603149,alpha,3.2111949093648238,3.2111949093648238
b_ceiling,raw_indicator,tau_over_tau_unif,4.927535525785601,alpha,3.2608688591189336,3.2608688591189336
b_ceiling,raw_indicator,tau_over_tau_unif,4.977977881492578,alpha,3.311311214825911,3.311311214825911
b_ceiling,raw_indicator,tau_over_tau_unif,5.0292005296182944,alpha,3.362533862951628,3.362533862951628
b_ceiling,raw_indicator,tau_over_tau_unif,5.081215540500269,alpha,3.4145488738336023,3.4145488738336023
b_ceiling,raw_indicator,tau_over_tau_unif,5.134035171191983,alpha,3.4673685045253166,3.4673685045253166
b_ceiling,raw_indicator,tau_over_tau_unif,5.187671868351187,alpha,3.521005201684521,3.521005201684521
b_ceiling,raw_indicator,tau_over_tau_unif,5.242138271172881,alpha,3.5754716045062143,3.5754716045062143
b_ceiling,raw_indicator,tau_over_tau_unif,5.297447214367681,alpha,3.630780547701014,3.630780547701014
b_ceiling,raw_indicator,tau_over_tau_unif,5.353611731186244,alpha,3.6869450645195774,3.6869450645195774
b_ceiling,raw_indicator,tau_over_tau_unif,5.4106450564904796,alpha,3.7439783898238126,3.7439783898238126
b_ceiling,raw_indicator,tau_over_tau_unif,5.46856062987228,alpha,3.801893963205613,3.801893963205613
b_ceiling,raw_indicator,tau_over_tau_unif,5.5273720988204795,alpha,3.860705432153813,3.860705432153813
b_ceiling,raw_indicator,tau_over_tau_unif,5.587093321936821,alpha,3.9204266552701537,3.9204266552701537
b_ceiling,raw_indicator,tau_over_tau_unif,5.64773837220164,alpha,3.981071705534973,3.981071705534973
b_ceiling,raw_indicator,tau_over_tau_unif,5.7093215402901105,alpha,4.042654873623444,4.042654873623444
b_ceiling,raw_indicator,tau_over_tau_unif,5.771857337939748,alpha,4.105190671273081,4.105190671273081
b_ceiling,raw_indicator,tau_over_tau_unif,5.835360501370022,alpha,4.168693834703355,4.168693834703355
b_ceiling,raw_indicator,tau_over_tau_unif,5.899845994754876,alpha,4.233179328088209,4.233179328088209
b_ceiling,raw_indicator,tau_over_tau_unif,5.965329013748946,alpha,4.298662347082279,4.298662347082279
b_ceiling,raw_indicator,tau_over_tau_unif,6.031824989068328,alpha,4.365158322401661,4.365158322401661
b_ceiling,raw_indicator,tau_over_tau_unif,6.099349590126756,alpha,4.432682923460089,4.432682923460089
b_ceiling,raw_indicator,tau_over_tau_unif,6.167918728728005,alpha,4.501252062061338,4.501252062061338
b_ceiling,raw_indicator,tau_over_tau_unif,6.237548562815419,alpha,4.570881896148752,4.570881896148752
b_ceiling,raw_indicator,tau_over_tau_unif,6.308255500279446,alpha,4.641588833612779,4.641588833612779
b_ceiling,raw_indicator,tau_over_tau_unif,6.380056202824072,alpha,4.713389536157405,4.713389536157405
b_ceiling,raw_indicator,tau_over_tau_unif,6.452967589893052,alpha,4.786300923226385,4.786300923226385
b_ceiling,raw_indicator,tau_over_tau_unif,6.527006842656886,alpha,4.860340175990219,4.860340175990219
b_ceiling,raw_indicator,tau_over_tau_unif,6.602191408061473,alpha,4.935524741394806,4.935524741394806
b_ceiling,raw_indicator,tau_over_tau_unif,6.678539002939392,alpha,5.011872336272725,5.011872336272725
b_ceiling,raw_indicator,tau_over_tau_unif,6.756067618184758,alpha,5.089400951518091,5.089400951518091
b_ceiling,raw_indicator,tau_over_tau_unif,6.834795522992702,alpha,5.168128856326035,5.168128856326035
b_ceiling,raw_indicator,tau_over_tau_unif,6.914741269164395,alpha,5.248074602497728,5.248074602497728
b_ceiling,raw_indicator,tau_over_tau_unif,6.995923695478672,alpha,5.329257028812005,5.329257028812005
b_ceiling,raw_indicator,tau_over_tau_unif,7.078361932131305,alpha,5.411695265464638,5.411695265464638
b_ceiling,raw_indicator,tau_over_tau_unif,7.162075405242915,alpha,5.4954087385762485,5.4954087385762485
b_ceiling,raw_indicator,tau_over_tau_unif,7.247083841436633,alpha,5.580417174769966,5.580417174769966
b_ceiling,raw_indicator,tau_over_tau_unif,7.33340727248658,alpha,5.666740605819913,5.666740605819913
b_ceiling,raw_indicator,tau_over_tau_unif,7.4210660400382364,alpha,5.7543993733715695,5.7543993733715695
b_ceiling,raw_indicator,tau_over_tau_unif,7.510080800401845,alpha,5.843414133735178,5.843414133735178
b_ceiling,raw_indicator,tau_over_tau_unif,7.600472529419948,alpha,5.933805862753281,5.933805862753281
b_ceiling,raw_indicator,tau_over_tau_unif,7.692262527410245,alpha,6.025595860743578,6.025595860743578
b_ceiling,raw_indicator,tau_over_tau_unif,7.785472424184889,alpha,6.118805757518222,6.118805757518222
b_ceiling,raw_indicator,tau_over_tau_unif,7.880124184147426,alpha,6.213457517480759,6.213457517480759
b_ceiling,raw_indicator,tau_over_tau_unif,7.9762401114686,alpha,6.309573444801933,6.309573444801933
b_ceiling,raw_indicator,tau_over_tau_unif,8.073842855342207,alpha,6.407176188675541,6.407176188675541
b_ceiling,raw_indicator,tau_over_tau_unif,8.17295541532224,alpha,6.506288748655574,6.506288748655574
b_ceiling,raw_indicator,tau_over_tau_unif,8.273601146742628,alpha,6.606934480075961,6.606934480075961
b_ceiling,raw_indicator,tau_over_tau_unif,8.375803766220782,alpha,6.709137099554115,6.709137099554115
b_ceiling,raw_indicator,tau_over_tau_unif,8.479587357246281,alpha,6.812920690579615,6.812920690579615
b_ceiling,raw_indicator,tau_over_tau_unif,8.584976375856032,alpha,6.918309709189366,6.918309709189366
b_ceiling,raw_indicator,tau_over_tau_unif,8.691995656397188,alpha,7.025328989730521,7.025328989730521
b_ceiling,raw_indicator,tau_over_tau_unif,8.800670417379232,alpha,7.134003750712565,7.134003750712565
b_ceiling,raw_indicator,tau_over_tau_unif,8.911026267416569,alpha,7.2443596007499025,7.2443596007499025
b_ceiling,raw_indicator,tau_over_tau_unif,9.02308921126308,alpha,7.3564225445964135,7.3564225445964135
b_ceiling,raw_indicator,tau_over_tau_unif,9.136885655939986,alpha,7.470218989273319,7.470218989273319
b_ceiling,raw_indicator,tau_over_tau_unif,9.252442416958507,alpha,7.58577575029184,7.58577575029184
b_ceiling,raw_indicator,tau_over_tau_unif,9.369786724638812,alpha,7.703120057972146,7.703120057972146
b_ceiling,raw_indicator,tau_over_tau_unif,9.488946230526697,alpha,7.82227956386003,7.82227956386003
b_ceiling,raw_indicator,tau_over_tau_unif,9.609949013909484,alpha,7.943282347242818,7.943282347242818
b_ceiling,raw_indicator,tau_over_tau_unif,9.732823588432801,alpha,8.066156921766135,8.066156921766135
b_ceiling,raw_indicator,tau_over_tau_unif,9.857598908819643,alpha,8.190932242152977,8.190932242152977
b_ceiling,raw_indicator,tau_over_tau_unif,9.984304377693379,alpha,8.317637711026713,8.317637711026713
b_ceiling,raw_indicator,tau_over_tau_unif,10.112969852506353,alpha,8.446303185839687,8.446303185839687
b_ceiling,raw_indicator,tau_over_tau_unif,10.243625652575608,alpha,8.576958985908941,8.576958985908941
b_ceiling,raw_indicator,tau_over_tau_unif,10.376302566227476,alpha,8.70963589956081,8.70963589956081
b_ceiling,raw_indicator,tau_over_tau_unif,10.511031858052664,alpha,8.844365191385998,8.844365191385998
b_ceiling,raw_indicator,tau_over_tau_unif,10.647845276273612,alpha,8.981178609606946,8.981178609606946
b_ceiling,raw_indicator,tau_over_tau_unif,10.786775060225768,alpha,9.120108393559102,9.120108393559102
b_ceiling,raw_indicator,tau_over_tau_unif,10.927853947954604,alpha,9.261187281287938,9.261187281287938
b_ceiling,raw_indicator,tau_over_tau_unif,11.071115183930184,alpha,9.404448517263518,9.404448517263518
