panel,series,x_name,x,y_name,y,Fx
a_residual,s0,alpha,8413.951416451948,abs_delta_Fx,0.0017159736204521714,0.7842605159622282
a_residual,s0,alpha,8659.643233600653,abs_delta_Fx,0.001716555740658432,0.784259933842022
a_residual,s0,alpha,8912.509381337459,abs_delta_Fx,0.0017171213426661058,0.7842593682400143
a_residual,s0,alpha,9172.759353897804,abs_delta_Fx,0.0017176708952555408,0.7842588186874249
a_residual,s0,alpha,9440.608762859236,abs_delta_Fx,0.001718204853901506,0.7842582847287789
a_residual,s0,alpha,9716.279515771057,abs_delta_Fx,0.001718723661148669,0.7842577659215317
a_residual,s0,alpha,10000.0,abs_delta_Fx,0.0017192277469793016,0.7842572618357011
a_residual,s0,alpha,10292.005271944287,abs_delta_Fx,0.0017197175291701061,0.7842567720535103
a_residual,s0,alpha,10592.537251772897,abs_delta_Fx,0.0017201934136403807,0.78425629616904
a_residual,s0,alpha,10901.844923851268,abs_delta_Fx,0.0017206557947846424,0.7842558337878958
a_residual,s0,alpha,11220.184543019654,abs_delta_Fx,0.001721105055805472,0.7842553845268749
a_residual,s0,alpha,11547.819846894581,abs_delta_Fx,0.0017215415690265967,0.7842549480136538
a_residual,s0,alpha,11885.022274370189,abs_delta_Fx,0.0017219656962053076,0.7842545238864751
a_residual,s0,alpha,12232.071190499326,abs_delta_Fx,0.0017223777888291103,0.7842541117938513
a_residual,s0,alpha,12589.254117941662,abs_delta_Fx,0.0017227781884099347,0.7842537113942705
a_residual,s0,alpha,12956.866975170216,abs_delta_Fx,0.0017231672267674636,0.7842533223559129
a_residual,s0,alpha,13335.21432163324,abs_delta_Fx,0.0017235452263020257,0.7842529443563784
a_residual,s0,alpha,13724.609610075626,abs_delta_Fx,0.0017239125002637135,0.7842525770824167
a_residual,s0,alpha,14125.375446227554,abs_delta_Fx,0.0017242693530128417,0.7842522202296676
a_residual,s0,alpha,14537.843856076606,abs_delta_Fx,0.0017246160802708577,0.7842518735024095
a_residual,s0,alpha,14962.35656094436,abs_delta_Fx,0.0017249529693652565,0.7842515366133151
a_residual,s0,alpha,15399.26526059492,abs_delta_Fx,0.0017252802994702776,0.7842512092832101
a_residual,s0,alpha,15848.93192461114,abs_delta_Fx,0.0017255983418362764,0.7842508912408441
a_residual,s0,alpha,16311.729092278396,abs_delta_Fx,0.001725907360015544,0.7842505822226649
a_residual,s0,alpha,16788.040181225588,abs_delta_Fx,0.0017262076100803547,0.7842502819726
a_residual,s0,alpha,17278.259805078662,abs_delta_Fx,0.0017264993408352414,0.7842499902418452
a_residual,s0,alpha,17782.794100389227,abs_delta_Fx,0.001726782794024384,0.784249706788656
a_residual,s0,alpha,18302.061063110566,abs_delta_Fx,0.0017270582045310068,0.7842494313781494
a_residual,s0,alpha,18836.49089489802,abs_delta_Fx,0.0017273258005723324,0.7842491637821081
a_residual,s0,alpha,19386.526359522057,abs_delta_Fx,0.0017275858038885428,0.7842489037787919
a_residual,s0,alpha,19952.62314968883,abs_delta_Fx,0.0017278384299284077,0.784248651152752
a_residual,s0,alpha,20535.25026457146,abs_delta_Fx,0.0017280838880251448,0.7842484056946553
a_residual,s0,alpha,21134.890398366475,abs_delta_Fx,0.001728322381571168,0.7842481672011092
a_residual,s0,alpha,21752.040340195246,abs_delta_Fx,0.001728554108188396,0.784247935474492
a_residual,s0,alpha,22387.21138568338,abs_delta_Fx,0.0017287792598890128,0.7842477103227914
a_residual,s0,alpha,23040.929760558494,abs_delta_Fx,0.0017289980232375601,0.7842474915594428
a_residual,s0,alpha,23713.737056616552,abs_delta_Fx,0.0017292105795030377,0.7842472790031774
a_residual,s0,alpha,24406.19068041981,abs_delta_Fx,0.001729417104810782,0.7842470724778696
a_residual,s0,alpha,25118.864315095823,abs_delta_Fx,0.0017296177702881277,0.7842468718123923
a_residual,s0,alpha,25852.348395621888,abs_delta_Fx,0.0017298127422074039,0.784246676840473
a_residual,s0,alpha,26607.25059798814,abs_delta_Fx,0.0017300021821204936,0.7842464874005599
a_residual,s0,alpha,27384.196342643612,abs_delta_Fx,0.0017301862469958351,0.7842463033356846
a_residual,s0,alpha,28183.82931264455,abs_delta_Fx,0.00173036508934854,0.7842461244933319
a_residual,s0,alpha,29006.81198693156,abs_delta_Fx,0.0017305388573647384,0.7842459507253157
a_residual,s0,alpha,29853.82618917957,abs_delta_Fx,0.0017307076950245914,0.7842457818876558
a_residual,s0,alpha,30725.573652674517,abs_delta_Fx,0.0017308717422244158,0.784245617840456
a_residual,s0,alpha,31622.776601683792,abs_delta_Fx,0.0017310311348903706,0.78424545844779
a_residual,s0,alpha,32546.178349804602,abs_delta_Fx,0.0017311860050903682,0.78424530357759
a_residual,s0,alpha,33496.54391578279,abs_delta_Fx,0.0017313364811459842,0.7842451531015344
a_residual,s0,alpha,34474.66065731491,abs_delta_Fx,0.0017314826877365963,0.7842450068949438
a_residual,s0,alpha,35481.3389233576,abs_delta_Fx,0.0017316247460048562,0.7842448648366755
a_residual,s0,alpha,36517.41272548377,abs_delta_Fx,0.0017317627736541663,0.7842447268090262
a_residual,s0,alpha,37583.74042884443,abs_delta_Fx,0.0017318968850497107,0.7842445926976307
a_residual,s0,alpha,38681.20546330525,abs_delta_Fx,0.0017320271913103813,0.78424446239137
a_residual,s0,alpha,39810.71705534969,abs_delta_Fx,0.0017321538004029247,0.7842443357822775
a_residual,s0,alpha,40973.21098135422,abs_delta_Fx,0.0017322768172289837,0.7842442127654514
a_residual,s0,alpha,42169.65034285822,abs_delta_Fx,0.0017323963437150258,0.7842440932389654
